DEBT SECURITIES ISSUED BY,0,0,0,APCB,2020,3
Trading,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Local Governments,0,0,0,APCB,2020,3
State,0,0,0,APCB,2020,3
Municipal,0,0,0,APCB,2020,3
Statutory Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Private Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
Other Than Trading,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Local Governments,0,0,0,APCB,2020,3
State,0,0,0,APCB,2020,3
Municipal,0,0,0,APCB,2020,3
Statutory Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Private Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
LOANS AND ADVANCES,707,0,707,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Local Governments,0,0,0,APCB,2020,3
State,0,0,0,APCB,2020,3
Municipal,0,0,0,APCB,2020,3
Statutory Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Private Sector Domestic,707,0,707,APCB,2020,3
Non-financial Corporations,191,0,191,APCB,2020,3
Individuals,516,0,516,APCB,2020,3
Non-profit Institutions Serving Households,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
INTERBANK FUNDS SOLD,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Depository Institutions Abroad,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
SECURITIES PURCHASED UNDER AGREEMENT TO SELL,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Depository Institutions Abroad,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
ACCRUED INTEREST RECEIVABLE,9,0,9,APCB,2020,3
Demand Balances Due From:,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Depository Institutions Abroad,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
Savings Balances Due From:,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Depository Institutions Abroad,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
Time Balances Due From:,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Depository Institutions Abroad,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
Debt Securities,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Local Governments,0,0,0,APCB,2020,3
State,0,0,0,APCB,2020,3
Municipal,0,0,0,APCB,2020,3
Statutory Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Private Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
Loans and Advances,9,0,9,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Local Governments,0,0,0,APCB,2020,3
State,0,0,0,APCB,2020,3
Municipal,0,0,0,APCB,2020,3
Statutory Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Private Sector Domestic,9,0,9,APCB,2020,3
Non-financial Corporations,0,0,0,APCB,2020,3
Individual,9,0,9,APCB,2020,3
Non-profit Institutions Serving Households,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
Interbank Funds Sold,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Depository Institutions Abroad,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
Securities Purchased Under Agreement to Resell,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Depository Institutions Abroad,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
SHARES & OTHER EQUITY INVESTMENTS,0,0,0,APCB,2020,3
Trading,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Sector Domestic,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
Other Than Trading,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Sector Domestic,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
DIVIDENDS RECEIVABLE,0,0,0,APCB,2020,3
Residents,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
ITEMS IN TRANSIT,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Depository Institutions Abroad,0,0,0,APCB,2020,3
NONFINANCIAL ASSETS,138,0,138,APCB,2020,3
Premises & Equipment,138,0,138,APCB,2020,3
Inventories,0,0,0,APCB,2020,3
Intangibles,0,0,0,APCB,2020,3
Net Future Income Tax Benefits,0,0,0,APCB,2020,3
Other Intangible Assets,0,0,0,APCB,2020,3
INVESTMENTS IN UNCONSOLIDATED SUBSIDIARIES,0,0,0,APCB,2020,3
OTHER ASSETS,129,0,129,APCB,2020,3
Prepaid Insurance Premiums,0,0,0,APCB,2020,3
Domestic Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
Prepaid Service Contracts (Trade Credit & Advances),0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Local Governments,0,0,0,APCB,2020,3
State,0,0,0,APCB,2020,3
Municipal,0,0,0,APCB,2020,3
Statutory Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Private Sector Domestic,0,0,0,APCB,2020,3
Non-financial Corporations,0,0,0,APCB,2020,3
Individual,0,0,0,APCB,2020,3
Non-profit Institutions Serving Households,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
Repossessed/Foreclosed Assets,0,0,0,APCB,2020,3
Other Miscellaneous Assets,129,0,129,APCB,2020,3
Residents,129,0,129,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
TOTAL LIABILITIES & CAPITAL,1289,0,1289,APCB,2020,3
DEPOSITS,122,0,122,APCB,2020,3
Demand Deposits,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Local Governments,0,0,0,APCB,2020,3
State,0,0,0,APCB,2020,3
Municipal,0,0,0,APCB,2020,3
Statutory Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Private Sector Domestic,0,0,0,APCB,2020,3
Non-financial Corporations,0,0,0,APCB,2020,3
Individuals,0,0,0,APCB,2020,3
Non-profit Institutions Serving Households,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
Other Financial Corporations,0,0,0,APCB,2020,3
Other non-residents,0,0,0,APCB,2020,3
Savings Deposits,114,0,114,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Local Governments,0,0,0,APCB,2020,3
State,0,0,0,APCB,2020,3
Municipal,0,0,0,APCB,2020,3
Statutory Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Private Sector Domestic,113,0,113,APCB,2020,3
Non-financial Corporations,0,0,0,APCB,2020,3
Individuals,105,0,105,APCB,2020,3
Non-profit Institutions Serving Households,8,0,8,APCB,2020,3
Non-residents,1,0,1,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
Other Financial Corporations,0,0,0,APCB,2020,3
Other non-residents,1,0,1,APCB,2020,3
Time Deposits,8,0,8,APCB,2020,3
Non-negotiable,8,0,8,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Local Governments,0,0,0,APCB,2020,3
State,0,0,0,APCB,2020,3
Muncipal,0,0,0,APCB,2020,3
Statutory Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Private Sector Domestic,8,0,8,APCB,2020,3
Non-financial Corporations,0,0,0,APCB,2020,3
Individuals,8,0,8,APCB,2020,3
Non-profit Institutions Serving Households,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
Other Financial Corporations,0,0,0,APCB,2020,3
Other non-residents,0,0,0,APCB,2020,3
Negotiable,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Local Governments,0,0,0,APCB,2020,3
State,0,0,0,APCB,2020,3
Municipal,0,0,0,APCB,2020,3
Statutory Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Private Sector Domestic,0,0,0,APCB,2020,3
Non-financial Corporations,0,0,0,APCB,2020,3
Individuals,0,0,0,APCB,2020,3
Non-profit Institutions Serving Households,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
Other Financial Corporations,0,0,0,APCB,2020,3
Other non-residents,0,0,0,APCB,2020,3
DEBT SECURITIES ISSUED TO,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Local Governments,0,0,0,APCB,2020,3
State,0,0,0,APCB,2020,3
Municipal,0,0,0,APCB,2020,3
Statutory Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Private Sector Domestic,0,0,0,APCB,2020,3
Non-financial Corporations,0,0,0,APCB,2020,3
Individuals,0,0,0,APCB,2020,3
Non-profit Institutions Serving Households,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
Other Financial Corporations,0,0,0,APCB,2020,3
Other non-residents,0,0,0,APCB,2020,3
BORROWINGS,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
Other Financial Corporations,0,0,0,APCB,2020,3
INTERBANK FUNDS PURCHASED,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Depository Institutions Abroad,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
SECURITIES SOLD UNDER AGREEMENT TO REPURCHASE,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Depository Institutions Abroad,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
ACCRUED INTEREST PAYABLE,1,0,1,APCB,2020,3
Demand Deposits,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Local Governments,0,0,0,APCB,2020,3
State,0,0,0,APCB,2020,3
Municipal,0,0,0,APCB,2020,3
Statutory Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Private Sector Domestic,0,0,0,APCB,2020,3
Non-financial Corporations,0,0,0,APCB,2020,3
Individuals,0,0,0,APCB,2020,3
Non-profit Institutions Serving Households,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
Other Financial Corporations,0,0,0,APCB,2020,3
Other non-residents,0,0,0,APCB,2020,3
Savings Deposits,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Local Governments,0,0,0,APCB,2020,3
State,0,0,0,APCB,2020,3
Municipal,0,0,0,APCB,2020,3
Statutory Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Private Sector Domestic,0,0,0,APCB,2020,3
Non-financial Corporations,0,0,0,APCB,2020,3
Individuals,0,0,0,APCB,2020,3
Non-profit Institutions Serving Households,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
Other Financial Corporations,0,0,0,APCB,2020,3
Other non-residents,0,0,0,APCB,2020,3
Time Deposits,1,0,1,APCB,2020,3
Non-negotiable,1,0,1,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Local Governments,0,0,0,APCB,2020,3
State,0,0,0,APCB,2020,3
Municipal,0,0,0,APCB,2020,3
Statutory Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Private Sector Domestic,0,0,0,APCB,2020,3
Non-financial Corporations,0,0,0,APCB,2020,3
Individuals,0,0,0,APCB,2020,3
Non-profit Institutions Serving Households,0,0,0,APCB,2020,3
Non-residents,1,0,1,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
Other Financial Corporations,0,0,0,APCB,2020,3
Other non-residents,1,0,1,APCB,2020,3
Negotiable,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Local Governments,0,0,0,APCB,2020,3
State,0,0,0,APCB,2020,3
Municipal,0,0,0,APCB,2020,3
Statutory Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Private Sector Domestic,0,0,0,APCB,2020,3
Non-financial Corporations,0,0,0,APCB,2020,3
Individuals,0,0,0,APCB,2020,3
Non-profit Institutions Serving Households,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
Other Financial Corporations,0,0,0,APCB,2020,3
Other non-residents,0,0,0,APCB,2020,3
Debt Securities Issued,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Local Governments,0,0,0,APCB,2020,3
State,0,0,0,APCB,2020,3
Municipal,0,0,0,APCB,2020,3
Statutory Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Private Sector Domestic,0,0,0,APCB,2020,3
Non-financial Corporations,0,0,0,APCB,2020,3
Individuals,0,0,0,APCB,2020,3
Non-profit Institutions Serving Households,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
Other Financial Corporations,0,0,0,APCB,2020,3
Other non-residents,0,0,0,APCB,2020,3
Borrowings,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
Other Financial Corporations,0,0,0,APCB,2020,3
Interbank Funds Purchased,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Depository Institutions Abroad,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
Securities Sold Under Agreement to Repurchase,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Depository Institutions Abroad,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
DIVIDENDS PAYABLE,0,0,0,APCB,2020,3
Residents,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
INTEREST IN SUSPENSE ON LOANS & ADVANCES,0,0,0,APCB,2020,3
OTHER LIABILITIES,7,0,7,APCB,2020,3
Accounts Payable (Trade Credit & Advances),7,0,7,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,1,0,1,APCB,2020,3
Local Governments,0,0,0,APCB,2020,3
State,0,0,0,APCB,2020,3
Municipal,0,0,0,APCB,2020,3
Statutory Non-financial Corporations Domestic,3,0,3,APCB,2020,3
Private Sector Domestic,3,0,3,APCB,2020,3
Non-financial Corporations,0,0,0,APCB,2020,3
Individual,3,0,3,APCB,2020,3
Non-profit Institutions Serving Households,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
Deferred Tax Liabilities,0,0,0,APCB,2020,3
Other Miscellaneous Liabilities,0,0,0,APCB,2020,3
Residents,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
PROVISIONS FOR LOSSES,24,0,24,APCB,2020,3
Specific Provisions for Loans,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Local Governments,0,0,0,APCB,2020,3
State,0,0,0,APCB,2020,3
Municipal,0,0,0,APCB,2020,3
Statutory Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Private Sector Domestic,0,0,0,APCB,2020,3
Non-financial Corporations,0,0,0,APCB,2020,3
Individuals,0,0,0,APCB,2020,3
Non-profit Institutions Serving Households,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
Specific Provisions for Other Losses,0,0,0,APCB,2020,3
General Loan Loss Provisions,24,0,24,APCB,2020,3
ACCUMULATED DEPRECIATION,90,0,90,APCB,2020,3
Premises & Equipment,90,0,90,APCB,2020,3
Other,0,0,0,APCB,2020,3
CAPITAL,1045,,1045,APCB,2020,3
Paid-in Capital,1324,,,APCB,2020,3
Residents,1324,,,APCB,2020,3
Non-residents,0,,,APCB,2020,3
Paid-in Premium or Surplus,0,,,APCB,2020,3
Assigned Capital,0,,,APCB,2020,3
Retained Earnings (Losses),-279,,,APCB,2020,3
Prior Years,-440,,,APCB,2020,3
Current Year-to-date,161,,,APCB,2020,3
Asset Revaluation Reserves,0,,,APCB,2020,3
Other,0,,,APCB,2020,3
Number of Employees,,,4,APCB,2020,3
Citizens,,,1,APCB,2020,3
Non-Citizens,,,3,APCB,2020,3
Restricted Deposits,0,0,0,APCB,2020,3
Depository Institutions Domestic,0,0,0,APCB,2020,3
Other Financial Corporations Domestic,0,0,0,APCB,2020,3
Development Financing Corporations,0,0,0,APCB,2020,3
Statutory Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Private Non-Bank Financial Corporations,0,0,0,APCB,2020,3
Central Government,0,0,0,APCB,2020,3
Local Governments,0,0,0,APCB,2020,3
State,0,0,0,APCB,2020,3
Municipal,0,0,0,APCB,2020,3
Statutory Non-financial Corporations Domestic,0,0,0,APCB,2020,3
Private Sector Domestic,0,0,0,APCB,2020,3
Non-financial Corporations,0,0,0,APCB,2020,3
Individuals,0,0,0,APCB,2020,3
Non-profit Institutions Serving Households,0,0,0,APCB,2020,3
Non-residents,0,0,0,APCB,2020,3
Head Office and Branches,0,0,0,APCB,2020,3
Other Depository Institutions,0,0,0,APCB,2020,3
Other Financial Corporations,0,0,0,APCB,2020,3
Other non-residents,0,0,0,APCB,2020,3
Number of Automated Teller Machines (ATMs),,,0,APCB,2020,3
Number of ATMs operated in urban centers,,,0,APCB,2020,3
Number of ATMs operated outside urban centers,,,0,APCB,2020,3
TOTAL ASSETS,110082,0,110082,BOG,2020,3
CASH (Notes & Coins),640,0,640,BOG,2020,3
BALANCES WITH DEPOSITORY INSTITUTIONS,94389,0,94389,BOG,2020,3
Demand Balances Due From:,94389,0,94389,BOG,2020,3
Depository Institutions Domestic,0,0,0,BOG,2020,3
Depository Institutions Abroad,94389,0,94389,BOG,2020,3
Head Office and Branches,94389,0,94389,BOG,2020,3
Other Depository Institutions Abroad,0,0,0,BOG,2020,3
Savings Balances Due From:,0,0,0,BOG,2020,3
Depository Institutions Domestic,0,0,0,BOG,2020,3
Depository Institutions Abroad,0,0,0,BOG,2020,3
Head Office and Branches,0,0,0,BOG,2020,3
Other Depository Institutions Abroad,0,0,0,BOG,2020,3
Time Balances Due From:,0,0,0,BOG,2020,3
Depository Institutions Domestic,0,0,0,BOG,2020,3
Depository Institutions Abroad,0,0,0,BOG,2020,3
Head Office and Branches,0,0,0,BOG,2020,3
Other Depository Institutions Abroad,0,0,0,BOG,2020,3
